Level,Action,Vendor Tracking #,Rebate Name,Rebate Number,Rebate Type,Header - Branch,Header - Performance,Header - Currency,Header - Vendor Name,Header - Billing Vendor Name,Header-Customer,Header - Manufacturer Number,Header - Start Date,Header - End Date,Header - Program Name,Header - Order Start Date,Header - Order End Date,Header - Broker Name,Header - Category Manager,Header - Comments,Product - Type,Product - Number,Product - Description,Product - Percent,Product - Per CS,Product - Per Pound,Product - Per Lbs,Product - Net Cost,Product - Invoice Price,Lumpsum - Fee Type,Lumpsum - Amount,Lumpsum - Branch,Lumpsum - Lumpsum Date,Lumpsum - Lumpsum Start Date,Lumpsum - Lumpsum End Date,Lumpsum - Pay Date,Lumpsum - Cancel,Lumpsum - Lumpsum Item Number,Lumpsum - Lumpsum Item Description,Lumpsum - Quantity,Lumpsum - Lumpsum Billing Frequency,Lumpsum - Warehouse Split,Lumpsum - Recurring Flag,Calendar name,Billing Frequency,Auto Schedule Payments,Lumpsum Payment Method,AR Vendor Name,Finance Contact,Qualifier - Type,Qualifier - Value,Qualifier - Exclude,Deal Date - Type,Deal - Start Date,Deal - End Date,Allowance - Item Allowance
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,7.5,026,2/16/2026,,,2/16/2026,,3512961,"TONG, SERVING 10"" PLS BLK (3512961)",15,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,6,026,2/16/2026,,,2/16/2026,,3512961,"TONG, SERVING 10"" PLS BLK (3512961)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,14,026,2/16/2026,,,2/16/2026,,3518441,"TRAY, 12"" RND PLATTER PLEASERS BLK (3518441)",28,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,25.5,026,2/16/2026,,,2/16/2026,,3518441,"TRAY, 12"" RND PLATTER PLEASERS BLK (3518441)",17,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,11,026,2/16/2026,,,2/16/2026,,3512891,"TRAY, 16"" PLATTER PLEASERS BLACK (3512891)",22,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,15,026,2/16/2026,,,2/16/2026,,3512891,"TRAY, 16"" PLATTER PLEASERS BLACK (3512891)",10,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,8,026,2/16/2026,,,2/16/2026,,3512901,"TRAY, 18"" RND PLATTER PLEASERS BLK (3512901)",16,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,15,026,2/16/2026,,,2/16/2026,,3512901,"TRAY, 18"" RND PLATTER PLEASERS BLK (3512901)",10,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00191862,00191862,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,4,026,2/16/2026,,,2/16/2026,,0039767,"VEGETABLE MIX, ROASTER VEG BLND ASSORT (0039767)",4,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00191869,00191869,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,1,029,2/16/2026,,,2/16/2026,,0048181,"BRUSSELS SPROUT, BITE (0048181)",1,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,349.25,029,2/16/2026,,,2/16/2026,,4783481,"BUTTERMILK, 1% LF (4783481)",1397,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,22,029,2/16/2026,,,2/16/2026,,4783481,"BUTTERMILK, 1% LF (4783481)",22,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,21,029,2/16/2026,,,2/16/2026,,2885911,"CAKE, CARROT MOMMAS OLDF 10"" 16 SLI (2885911)",14,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,18,029,2/16/2026,,,2/16/2026,,2885911,"CAKE, CARROT MOMMAS OLDF 10"" 16 SLI (2885911)",6,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,9,029,2/16/2026,,,2/16/2026,,2522971,"CAKE, CHOCOLATE LAVA 4.16Z (2522971)",3,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,19.5,029,2/16/2026,,,2/16/2026,,3575161,"CAKE, LMN ITAL 2 LAYER 10"" 12 SLI (3575161)",13,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,12,029,2/16/2026,,,2/16/2026,,3575161,"CAKE, LMN ITAL 2 LAYER 10"" 12 SLI (3575161)",4,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,16.5,029,2/16/2026,,,2/16/2026,,2885981,"CAKE, MOUSSE CHOC PEANUT BTR (2885981)",11,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,6,029,2/16/2026,,,2/16/2026,,2885981,"CAKE, MOUSSE CHOC PEANUT BTR (2885981)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,9,029,2/16/2026,,,2/16/2026,,2886021,"CAKE, REGAL RED VELVET ICED CRM CHSE (2886021)",3,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,9,029,2/16/2026,,,2/16/2026,,2384731,"CAKE, SINFUL SEVEN 10"" 16 CUT (2384731)",6,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,12,029,2/16/2026,,,2/16/2026,,2384731,"CAKE, SINFUL SEVEN 10"" 16 CUT (2384731)",4,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,3,029,2/16/2026,,,2/16/2026,,2885951,"CAKE, TORTE CHOC OVERLOAD 10"" 16SLI (2885951)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,1.5,029,2/16/2026,,,2/16/2026,,3092981,"CHEESECAKE, NY STYLE 10"" 14 SLI MADISON (3092981)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,91.5,029,2/16/2026,,,2/16/2026,,2886031,"CHEESECAKE, NY STYLE 10"" 16 SLI BROADWAY (2886031)",61,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,21,029,2/16/2026,,,2/16/2026,,2886031,"CHEESECAKE, NY STYLE 10"" 16 SLI BROADWAY (2886031)",7,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,24,029,2/16/2026,,,2/16/2026,,4939151,"CHEESECAKE, SSRV ASSORT PETITE BITE FZN (4939151)",16,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,21,029,2/16/2026,,,2/16/2026,,4939151,"CHEESECAKE, SSRV ASSORT PETITE BITE FZN (4939151)",7,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502360,00502360,,,1/28/2026,2/28/2026,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,15,029,2/16/2026,,,2/16/2026,,4811821,"COFFEE, ESPRESSO WB 5LB (4811821)",3,,,,Calendar Year,Daily,Y,AR Invoice,77879,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) New Business,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502360,00502360,,,1/28/2026,2/28/2026,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,40,029,2/16/2026,,,2/16/2026,,4811821,"COFFEE, ESPRESSO WB 5LB (4811821)",4,,,,Calendar Year,Daily,Y,AR Invoice,77879,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,21,029,2/16/2026,,,2/16/2026,,2886051,"DESSERT BAR, ASSORT CARAMEL DECADENCE (2886051)",7,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,4.5,029,2/16/2026,,,2/16/2026,,2886011,"DESSERT BAR, LOVIN LEMON UNSLI FZN (2886011)",3,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,9,029,2/16/2026,,,2/16/2026,,2886011,"DESSERT BAR, LOVIN LEMON UNSLI FZN (2886011)",3,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,6,029,2/16/2026,,,2/16/2026,,4499411,"FUEL, CHAFER CAN GEL METHANOL 2HR 6.84Z (4499411)",6,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112724,00112724,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,0.5,029,2/16/2026,,,2/16/2026,,4499401,"FUEL, CHAFER CANISTER LIQ W-WICK DIETHYL (4499401)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,0.5,029,2/16/2026,,,2/16/2026,,4538721,"FUEL, CHAFING DISH TWIST CAP WICK 4HOUR (4538721)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,2,029,2/16/2026,,,2/16/2026,,4538721,"FUEL, CHAFING DISH TWIST CAP WICK 4HOUR (4538721)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00191869,00191869,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,6.5,029,2/16/2026,,,2/16/2026,,4673241,"KALE, GRN TRIPLE CLEANED (4673241)",13,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00191869,00191869,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,4,029,2/16/2026,,,2/16/2026,,4673241,"KALE, GRN TRIPLE CLEANED (4673241)",4,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,3,029,2/16/2026,,,2/16/2026,,3512921,"LID, 16"" PET DOME CLEAR PLATTER PLEASERS (3512921)",6,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,3,029,2/16/2026,,,2/16/2026,,3512921,"LID, 16"" PET DOME CLEAR PLATTER PLEASERS (3512921)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,7.25,029,2/16/2026,,,2/16/2026,,2729871,"LID, PAN FOIL STEAM HALF SIZE (2729871)",29,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,9.75,029,2/16/2026,,,2/16/2026,,2729871,"LID, PAN FOIL STEAM HALF SIZE (2729871)",13,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,6.5,029,2/16/2026,,,2/16/2026,,2729861,"LID, STEAM PAN FOIL FULL SIZE (2729861)",26,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,1.5,029,2/16/2026,,,2/16/2026,,2729861,"LID, STEAM PAN FOIL FULL SIZE (2729861)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,0.5,029,2/16/2026,,,2/16/2026,,2944231,"NAPKIN, 15X17"" 2PLY 1/8 FOLD BLK (2944231)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
